ID	%Miss	inferred_cluster_1	inferred_cluster_2	replication
SC940564	(0)	0.001	0.999	8
SC940565	(0)	0.009	0.991	8
SC940566	(0)	0.010	0.990	8
SC940568	(0)	0.001	0.999	8
SC940570	(0)	0.002	0.998	8
SC940572	(0)	0.001	0.999	8
SC940573	(0)	0.003	0.997	8
SC940574	(0)	0.001	0.999	8
SC940577	(0)	0.004	0.996	8
SC940579	(0)	0.009	0.991	8
SC955052	(0)	0.013	0.987	8
SC955054	(5)	0.002	0.998	8
SC955055	(5)	0.002	0.998	8
SC955057	(11)	0.011	0.989	8
SC955058	(5)	0.002	0.998	8
SC955059	(0)	0.002	0.998	8
SC955060	(0)	0.001	0.999	8
SC955061	(0)	0.003	0.997	8
SC955062	(5)	0.001	0.999	8
SC955063	(5)	0.001	0.999	8
SC955064	(0)	0.002	0.998	8
SC955065	(0)	0.004	0.996	8
SC955066	(5)	0.002	0.998	8
SC955069	(16)	0.002	0.998	8
SC975071	(0)	0.002	0.998	8
SC975072	(0)	0.002	0.998	8
SC985074	(0)	0.001	0.999	8
SC985076	(0)	0.003	0.997	8
SC985077	(0)	0.001	0.999	8
SC985078	(0)	0.004	0.996	8
SC985079	(0)	0.011	0.989	8
SC985080	(0)	0.003	0.997	8
SC985081	(0)	0.003	0.997	8
SC985082	(0)	0.003	0.997	8
SC985083	(0)	0.002	0.998	8
SC985084	(0)	0.004	0.996	8
SC985085	(0)	0.002	0.998	8
SC985086	(0)	0.001	0.999	8
SC985088	(0)	0.005	0.995	8
SC985089	(0)	0.224	0.776	8
SC985091	(0)	0.002	0.998	8
SC985092	(0)	0.003	0.997	8
SC985093	(0)	0.001	0.999	8
SC985095	(0)	0.135	0.865	8
SC985096	(0)	0.003	0.997	8
SC985097	(0)	0.001	0.999	8
SC985098	(0)	0.001	0.999	8
SC985099	(0)	0.002	0.998	8
SC985100	(0)	0.006	0.994	8
SC985101	(0)	0.027	0.973	8
SC985102	(0)	0.002	0.998	8
SC985103	(0)	0.001	0.999	8
SC985105	(0)	0.050	0.950	8
SC985107	(0)	0.001	0.999	8
SC995108	(0)	0.024	0.976	8
SC995109	(0)	0.005	0.995	8
SC995110	(0)	0.003	0.997	8
SC995111	(0)	0.003	0.997	8
SC995112	(0)	0.002	0.998	8
SC995114	(0)	0.001	0.999	8
SC995115	(0)	0.003	0.997	8
SC995116	(0)	0.002	0.998	8
SC995117	(0)	0.001	0.999	8
SC995118	(0)	0.003	0.997	8
SC995119	(0)	0.008	0.992	8
SC995120	(0)	0.002	0.998	8
SC995121	(0)	0.001	0.999	8
SC995123	(0)	0.002	0.998	8
SC995126	(0)	0.001	0.999	8
NP025001	(0)	0.998	0.002	9
NP025002	(0)	0.989	0.011	9
NP025003	(0)	0.993	0.007	9
NP025004	(0)	0.991	0.009	9
NP025005	(0)	0.995	0.005	9
NP025006	(0)	0.996	0.004	9
NP025007	(0)	0.997	0.003	9
NP025008	(0)	0.992	0.008	9
NP025009	(0)	0.997	0.003	9
NP025010	(0)	0.994	0.006	9
NP025011	(0)	0.976	0.024	9
NP025012	(0)	0.995	0.005	9
NP025013	(0)	0.984	0.016	9
NP025014	(0)	0.989	0.011	9
NP961862	(5)	0.991	0.009	9
NP965791	(0)	0.976	0.024	9
NP965819	(0)	0.957	0.043	9
NP965820	(0)	0.995	0.005	9
NP965821	(0)	0.995	0.005	9
NP965824	(5)	0.847	0.153	9
NP966224	(11)	0.994	0.006	9
NP966248	(0)	0.993	0.007	9
NP966249	(0)	0.913	0.087	9
NP966253	(11)	0.974	0.026	9
NP966254	(0)	0.962	0.038	9
SC005129	(0)	0.016	0.984	9
SC005133	(0)	0.002	0.998	9
SC005134	(11)	0.227	0.773	9
SC005137	(0)	0.005	0.995	9
SC005138	(0)	0.009	0.991	9
SC005139	(0)	0.002	0.998	9
SC005141	(0)	0.001	0.999	9
SC005142	(0)	0.003	0.997	9
SC005143	(0)	0.001	0.999	9
SC005144	(0)	0.041	0.959	9
SC005145	(0)	0.002	0.998	9
SC005146	(0)	0.002	0.998	9
SC005149	(0)	0.002	0.998	9
SC005150	(0)	0.370	0.630	9
SC005151	(0)	0.001	0.999	9
SC005152	(0)	0.002	0.998	9
SC005156	(0)	0.001	0.999	9
SC005159	(0)	0.001	0.999	9
SC005161	(0)	0.001	0.999	9
SC005167	(0)	0.001	0.999	9
SC005173	(0)	0.001	0.999	9
SC015174	(0)	0.002	0.998	9
SC015175	(0)	0.822	0.178	9
SC015177	(0)	0.003	0.997	9
SC015179	(0)	0.002	0.998	9
SC015181	(0)	0.002	0.998	9
SC015191	(0)	0.002	0.998	9
SC025195	(0)	0.002	0.998	9
SC025196	(0)	0.017	0.983	9
SC030199	(0)	0.012	0.988	9
SC030200	(0)	0.002	0.998	9
SC030202	(0)	0.002	0.998	9
SC030203	(0)	0.001	0.999	9
SC030204	(0)	0.001	0.999	9
SC030207	(0)	0.002	0.998	9
SC030208	(0)	0.001	0.999	9
SC030210	(0)	0.018	0.982	9
SC040212	(0)	0.001	0.999	9
SC040214	(0)	0.001	0.999	9
SC040215	(0)	0.002	0.998	9
SC040219	(0)	0.001	0.999	9
SC040222	(0)	0.001	0.999	9
SC040223	(0)	0.001	0.999	9
SC040224	(0)	0.008	0.992	9
SC040226	(0)	0.002	0.998	9
SC040227	(0)	0.001	0.999	9
SC040228	(0)	0.002	0.998	9
SC040229	(0)	0.001	0.999	9
SC040231	(0)	0.002	0.998	9
SC040232	(0)	0.001	0.999	9
SC040233	(0)	0.002	0.998	9
SC040236	(0)	0.001	0.999	9
SC040237	(0)	0.002	0.998	9
SC040238	(0)	0.002	0.998	9
SC040239	(0)	0.012	0.988	9
SC040240	(0)	0.002	0.998	9
SC040241	(0)	0.002	0.998	9
SC040242	(0)	0.001	0.999	9
SC040247	(0)	0.001	0.999	9
SC040249	(0)	0.005	0.995	9
SC040251	(0)	0.001	0.999	9
SC040254	(0)	0.006	0.994	9
SC040255	(0)	0.021	0.979	9
SC040256	(0)	0.002	0.998	9
SC040258	(0)	0.009	0.991	9
SC040259	(0)	0.001	0.999	9
SC040262	(0)	0.002	0.998	9
SC040263	(0)	0.001	0.999	9
SC040265	(0)	0.007	0.993	9
SC040266	(0)	0.001	0.999	9
SC040267	(0)	0.001	0.999	9
SC040268	(0)	0.002	0.998	9
SC040269	(0)	0.001	0.999	9
SC040270	(0)	0.002	0.998	9
SC040271	(0)	0.001	0.999	9
SC040272	(0)	0.002	0.998	9
SC040273	(0)	0.001	0.999	9
SC040274	(0)	0.002	0.998	9
SC040275	(0)	0.207	0.793	9
SC040277	(0)	0.014	0.986	9
SC040278	(0)	0.001	0.999	9
SC040279	(0)	0.002	0.998	9
SC040281	(0)	0.003	0.997	9
SC040282	(0)	0.002	0.998	9
SC040283	(0)	0.001	0.999	9
SC040284	(0)	0.028	0.972	9
SC040285	(0)	0.002	0.998	9
SC040286	(0)	0.002	0.998	9
SC040288	(0)	0.001	0.999	9
SC040289	(0)	0.002	0.998	9
SC040292	(0)	0.001	0.999	9
SC040294	(0)	0.001	0.999	9
SC040295	(0)	0.018	0.982	9
SC040296	(0)	0.002	0.998	9
SC040297	(0)	0.001	0.999	9
SC040300	(0)	0.002	0.998	9
SC040301	(0)	0.001	0.999	9
SC040302	(0)	0.001	0.999	9
SC040303	(0)	0.002	0.998	9
SC040304	(0)	0.002	0.998	9
SC040305	(0)	0.002	0.998	9
SC040307	(0)	0.001	0.999	9
SC040308	(0)	0.001	0.999	9
SC040309	(0)	0.002	0.998	9
SC040311	(0)	0.002	0.998	9
SC040312	(0)	0.001	0.999	9
SC040313	(0)	0.002	0.998	9
SC040314	(0)	0.001	0.999	9
SC040316	(0)	0.003	0.997	9
SC040317	(0)	0.002	0.998	9
SC040318	(0)	0.001	0.999	9
SC040319	(0)	0.001	0.999	9
SC040320	(0)	0.001	0.999	9
SC040321	(0)	0.005	0.995	9
SC040322	(0)	0.004	0.996	9
SC040323	(0)	0.001	0.999	9
SC040325	(0)	0.001	0.999	9
SC040327	(0)	0.001	0.999	9
SC040330	(0)	0.002	0.998	9
SC040331	(0)	0.002	0.998	9
SC040332	(0)	0.001	0.999	9
SC040334	(0)	0.001	0.999	9
SC040337	(0)	0.001	0.999	9
SC040338	(0)	0.002	0.998	9
SC040339	(0)	0.007	0.993	9
SC040340	(0)	0.002	0.998	9
SC040341	(0)	0.002	0.998	9
SC040344	(0)	0.001	0.999	9
SC040346	(0)	0.001	0.999	9
SC040348	(0)	0.001	0.999	9
SC040352	(0)	0.001	0.999	9
SC040353	(0)	0.001	0.999	9
SC040354	(0)	0.048	0.952	9
SC040355	(0)	0.001	0.999	9
SC040356	(0)	0.029	0.971	9
SC040358	(0)	0.001	0.999	9
SC040359	(0)	0.035	0.965	9
SC040360	(0)	0.001	0.999	9
SC040361	(0)	0.001	0.999	9
SC040362	(0)	0.003	0.997	9
SC040363	(0)	0.002	0.998	9
SC040365	(0)	0.002	0.998	9
SC040366	(0)	0.002	0.998	9
SC040368	(0)	0.013	0.987	9
SC930501	(0)	0.002	0.998	9
SC930502	(0)	0.002	0.998	9
SC930507	(0)	0.001	0.999	9
SC930508	(0)	0.002	0.998	9
SC930510	(0)	0.001	0.999	9
SC930511	(0)	0.002	0.998	9
SC930513	(0)	0.004	0.996	9
SC930514	(0)	0.002	0.998	9
SC930516	(0)	0.001	0.999	9
SC930517	(0)	0.001	0.999	9
SC930518	(0)	0.001	0.999	9
SC930519	(0)	0.001	0.999	9
SC930522	(0)	0.280	0.720	9
SC930524	(0)	0.001	0.999	9
SC930525	(0)	0.002	0.998	9
SC930526	(5)	0.028	0.972	9
SC930527	(0)	0.001	0.999	9
SC940529	(0)	0.007	0.993	9
SC940530	(0)	0.001	0.999	9
SC940531	(0)	0.004	0.996	9
SC940532	(0)	0.002	0.998	9
SC940533	(0)	0.001	0.999	9
SC940535	(0)	0.002	0.998	9
SC940536	(0)	0.002	0.998	9
SC940537	(0)	0.001	0.999	9
SC940538	(0)	0.003	0.997	9
SC940539	(0)	0.002	0.998	9
SC940540	(0)	0.002	0.998	9
SC940541	(0)	0.001	0.999	9
SC940543	(0)	0.216	0.784	9
SC940544	(0)	0.002	0.998	9
SC940545	(0)	0.001	0.999	9
SC940546	(0)	0.002	0.998	9
SC940547	(0)	0.003	0.997	9
SC940548	(0)	0.011	0.989	9
SC940549	(0)	0.001	0.999	9
SC940551	(0)	0.001	0.999	9
SC940552	(0)	0.004	0.996	9
SC940553	(0)	0.002	0.998	9
SC940554	(0)	0.001	0.999	9
SC940555	(0)	0.001	0.999	9
SC940556	(0)	0.001	0.999	9
SC940558	(0)	0.002	0.998	9
SC940559	(0)	0.002	0.998	9
SC940560	(0)	0.309	0.691	9
SC940561	(0)	0.007	0.993	9
SC940564	(0)	0.001	0.999	9
SC940565	(0)	0.009	0.991	9
SC940566	(0)	0.008	0.992	9
SC940568	(0)	0.001	0.999	9
SC940570	(0)	0.002	0.998	9
SC940572	(0)	0.001	0.999	9
SC940573	(0)	0.003	0.997	9
SC940574	(0)	0.001	0.999	9
SC940577	(0)	0.004	0.996	9
SC940579	(0)	0.008	0.992	9
SC955052	(0)	0.011	0.989	9
SC955054	(5)	0.002	0.998	9
SC955055	(5)	0.002	0.998	9
SC955057	(11)	0.011	0.989	9
SC955058	(5)	0.002	0.998	9
SC955059	(0)	0.001	0.999	9
SC955060	(0)	0.001	0.999	9
SC955061	(0)	0.003	0.997	9
SC955062	(5)	0.001	0.999	9
SC955063	(5)	0.001	0.999	9
SC955064	(0)	0.001	0.999	9
SC955065	(0)	0.003	0.997	9
SC955066	(5)	0.002	0.998	9
SC955069	(16)	0.002	0.998	9
SC975071	(0)	0.002	0.998	9
SC975072	(0)	0.002	0.998	9
SC985074	(0)	0.001	0.999	9
SC985076	(0)	0.003	0.997	9
SC985077	(0)	0.001	0.999	9
SC985078	(0)	0.004	0.996	9
SC985079	(0)	0.008	0.992	9
SC985080	(0)	0.002	0.998	9
SC985081	(0)	0.002	0.998	9
SC985082	(0)	0.003	0.997	9
SC985083	(0)	0.002	0.998	9
SC985084	(0)	0.003	0.997	9
SC985085	(0)	0.002	0.998	9
SC985086	(0)	0.001	0.999	9
SC985088	(0)	0.005	0.995	9
SC985089	(0)	0.227	0.773	9
SC985091	(0)	0.001	0.999	9
SC985092	(0)	0.002	0.998	9
SC985093	(0)	0.001	0.999	9
SC985095	(0)	0.130	0.870	9
SC985096	(0)	0.003	0.997	9
SC985097	(0)	0.001	0.999	9
SC985098	(0)	0.001	0.999	9
SC985099	(0)	0.002	0.998	9
SC985100	(0)	0.005	0.995	9
SC985101	(0)	0.023	0.977	9
SC985102	(0)	0.002	0.998	9
SC985103	(0)	0.001	0.999	9
SC985105	(0)	0.039	0.961	9
SC985107	(0)	0.001	0.999	9
SC995108	(0)	0.024	0.976	9
SC995109	(0)	0.005	0.995	9
SC995110	(0)	0.003	0.997	9
SC995111	(0)	0.003	0.997	9
SC995112	(0)	0.001	0.999	9
SC995114	(0)	0.001	0.999	9
SC995115	(0)	0.002	0.998	9
SC995116	(0)	0.002	0.998	9
SC995117	(0)	0.001	0.999	9
SC995118	(0)	0.002	0.998	9
SC995119	(0)	0.006	0.994	9
SC995120	(0)	0.002	0.998	9
SC995121	(0)	0.001	0.999	9
SC995123	(0)	0.002	0.998	9
SC995126	(0)	0.001	0.999	9
NP025001	(0)	0.998	0.002	10
NP025002	(0)	0.989	0.011	10
NP025003	(0)	0.994	0.006	10
NP025004	(0)	0.992	0.008	10
NP025005	(0)	0.996	0.004	10
NP025006	(0)	0.996	0.004	10
NP025007	(0)	0.997	0.003	10
NP025008	(0)	0.993	0.007	10
NP025009	(0)	0.997	0.003	10
NP025010	(0)	0.995	0.005	10
NP025011	(0)	0.979	0.021	10
NP025012	(0)	0.995	0.005	10
NP025013	(0)	0.985	0.015	10
NP025014	(0)	0.991	0.009	10
NP961862	(5)	0.992	0.008	10
NP965791	(0)	0.979	0.021	10
NP965819	(0)	0.964	0.036	10
NP965820	(0)	0.996	0.004	10
NP965821	(0)	0.995	0.005	10
NP965824	(5)	0.879	0.121	10
NP966224	(11)	0.995	0.005	10
NP966248	(0)	0.994	0.006	10
NP966249	(0)	0.922	0.078	10
NP966253	(11)	0.977	0.023	10
NP966254	(0)	0.968	0.032	10
SC005129	(0)	0.016	0.984	10
SC005133	(0)	0.003	0.997	10
SC005134	(11)	0.231	0.769	10
SC005137	(0)	0.005	0.995	10
SC005138	(0)	0.009	0.991	10
SC005139	(0)	0.002	0.998	10
SC005141	(0)	0.001	0.999	10
SC005142	(0)	0.004	0.996	10
SC005143	(0)	0.001	0.999	10
SC005144	(0)	0.044	0.956	10
SC005145	(0)	0.002	0.998	10
SC005146	(0)	0.002	0.998	10
SC005149	(0)	0.002	0.998	10
SC005150	(0)	0.375	0.625	10
SC005151	(0)	0.001	0.999	10
SC005152	(0)	0.002	0.998	10
SC005156	(0)	0.001	0.999	10
SC005159	(0)	0.001	0.999	10
SC005161	(0)	0.001	0.999	10
SC005167	(0)	0.001	0.999	10
SC005173	(0)	0.001	0.999	10
SC015174	(0)	0.002	0.998	10
SC015175	(0)	0.834	0.166	10
SC015177	(0)	0.003	0.997	10
SC015179	(0)	0.002	0.998	10
SC015181	(0)	0.002	0.998	10
SC015191	(0)	0.002	0.998	10
SC025195	(0)	0.001	0.999	10
SC025196	(0)	0.017	0.983	10
SC030199	(0)	0.012	0.988	10
SC030200	(0)	0.002	0.998	10
SC030202	(0)	0.002	0.998	10
SC030203	(0)	0.001	0.999	10
SC030204	(0)	0.001	0.999	10
SC030207	(0)	0.002	0.998	10
SC030208	(0)	0.001	0.999	10
SC030210	(0)	0.024	0.976	10
SC040212	(0)	0.001	0.999	10
SC040214	(0)	0.002	0.998	10
SC040215	(0)	0.002	0.998	10
SC040219	(0)	0.001	0.999	10
SC040222	(0)	0.001	0.999	10
SC040223	(0)	0.001	0.999	10
SC040224	(0)	0.011	0.989	10
SC040226	(0)	0.002	0.998	10
SC040227	(0)	0.001	0.999	10
SC040228	(0)	0.002	0.998	10
SC040229	(0)	0.001	0.999	10
SC040231	(0)	0.002	0.998	10
SC040232	(0)	0.001	0.999	10
SC040233	(0)	0.002	0.998	10
SC040236	(0)	0.001	0.999	10
SC040237	(0)	0.002	0.998	10
SC040238	(0)	0.002	0.998	10
SC040239	(0)	0.012	0.988	10
SC040240	(0)	0.002	0.998	10
SC040241	(0)	0.002	0.998	10
SC040242	(0)	0.002	0.998	10
SC040247	(0)	0.001	0.999	10
SC040249	(0)	0.005	0.995	10
SC040251	(0)	0.001	0.999	10
SC040254	(0)	0.005	0.995	10
SC040255	(0)	0.021	0.979	10
SC040256	(0)	0.002	0.998	10
SC040258	(0)	0.009	0.991	10
SC040259	(0)	0.001	0.999	10
SC040262	(0)	0.002	0.998	10
SC040263	(0)	0.001	0.999	10
SC040265	(0)	0.008	0.992	10
SC040266	(0)	0.001	0.999	10
SC040267	(0)	0.001	0.999	10
SC040268	(0)	0.002	0.998	10
SC040269	(0)	0.001	0.999	10
SC040270	(0)	0.002	0.998	10
SC040271	(0)	0.001	0.999	10
SC040272	(0)	0.002	0.998	10
SC040273	(0)	0.001	0.999	10
SC040274	(0)	0.002	0.998	10
SC040275	(0)	0.212	0.788	10
SC040277	(0)	0.012	0.988	10
SC040278	(0)	0.001	0.999	10
SC040279	(0)	0.002	0.998	10
SC040281	(0)	0.003	0.997	10
SC040282	(0)	0.002	0.998	10
SC040283	(0)	0.001	0.999	10
SC040284	(0)	0.027	0.973	10
SC040285	(0)	0.002	0.998	10
SC040286	(0)	0.002	0.998	10
SC040288	(0)	0.001	0.999	10
SC040289	(0)	0.002	0.998	10
SC040292	(0)	0.001	0.999	10
SC040294	(0)	0.002	0.998	10
SC040295	(0)	0.020	0.980	10
SC040296	(0)	0.002	0.998	10
SC040297	(0)	0.002	0.998	10
SC040300	(0)	0.002	0.998	10
SC040301	(0)	0.001	0.999	10
SC040302	(0)	0.001	0.999	10
SC040303	(0)	0.002	0.998	10
SC040304	(0)	0.003	0.997	10
SC040305	(0)	0.002	0.998	10
SC040307	(0)	0.001	0.999	10
SC040308	(0)	0.001	0.999	10
SC040309	(0)	0.002	0.998	10
SC040311	(0)	0.003	0.997	10
SC040312	(0)	0.001	0.999	10
SC040313	(0)	0.002	0.998	10
SC040314	(0)	0.001	0.999	10
SC040316	(0)	0.003	0.997	10
SC040317	(0)	0.002	0.998	10
SC040318	(0)	0.002	0.998	10
SC040319	(0)	0.001	0.999	10
SC040320	(0)	0.001	0.999	10
SC040321	(0)	0.006	0.994	10
SC040322	(0)	0.004	0.996	10
SC040323	(0)	0.001	0.999	10
SC040325	(0)	0.001	0.999	10
SC040327	(0)	0.002	0.998	10
SC040330	(0)	0.002	0.998	10
SC040331	(0)	0.002	0.998	10
SC040332	(0)	0.001	0.999	10
SC040334	(0)	0.001	0.999	10
SC040337	(0)	0.002	0.998	10
SC040338	(0)	0.002	0.998	10
SC040339	(0)	0.008	0.992	10
SC040340	(0)	0.002	0.998	10
SC040341	(0)	0.001	0.999	10
SC040344	(0)	0.001	0.999	10
SC040346	(0)	0.001	0.999	10
SC040348	(0)	0.001	0.999	10
SC040352	(0)	0.001	0.999	10
SC040353	(0)	0.001	0.999	10
SC040354	(0)	0.049	0.951	10
SC040355	(0)	0.001	0.999	10
SC040356	(0)	0.028	0.972	10
SC040358	(0)	0.002	0.998	10
SC040359	(0)	0.038	0.962	10
SC040360	(0)	0.002	0.998	10
SC040361	(0)	0.001	0.999	10
SC040362	(0)	0.003	0.997	10
SC040363	(0)	0.001	0.999	10
SC040365	(0)	0.002	0.998	10
SC040366	(0)	0.002	0.998	10
SC040368	(0)	0.016	0.984	10
SC930501	(0)	0.002	0.998	10
SC930502	(0)	0.002	0.998	10
SC930507	(0)	0.001	0.999	10
SC930508	(0)	0.002	0.998	10
SC930510	(0)	0.002	0.998	10
SC930511	(0)	0.002	0.998	10
SC930513	(0)	0.004	0.996	10
SC930514	(0)	0.002	0.998	10
SC930516	(0)	0.001	0.999	10
SC930517	(0)	0.001	0.999	10
SC930518	(0)	0.001	0.999	10
SC930519	(0)	0.001	0.999	10
SC930522	(0)	0.281	0.719	10
SC930524	(0)	0.001	0.999	10
SC930525	(0)	0.002	0.998	10
SC930526	(5)	0.030	0.970	10
SC930527	(0)	0.001	0.999	10
SC940529	(0)	0.007	0.993	10
SC940530	(0)	0.001	0.999	10
SC940531	(0)	0.004	0.996	10
SC940532	(0)	0.002	0.998	10
SC940533	(0)	0.002	0.998	10
SC940535	(0)	0.003	0.997	10
SC940536	(0)	0.002	0.998	10
SC940537	(0)	0.001	0.999	10
SC940538	(0)	0.003	0.997	10
SC940539	(0)	0.002	0.998	10
SC940540	(0)	0.002	0.998	10
SC940541	(0)	0.002	0.998	10
SC940543	(0)	0.228	0.772	10
SC940544	(0)	0.002	0.998	10
SC940545	(0)	0.001	0.999	10
SC940546	(0)	0.002	0.998	10
SC940547	(0)	0.003	0.997	10
SC940548	(0)	0.012	0.988	10
SC940549	(0)	0.001	0.999	10
SC940551	(0)	0.002	0.998	10
SC940552	(0)	0.005	0.995	10
SC940553	(0)	0.002	0.998	10
SC940554	(0)	0.001	0.999	10
SC940555	(0)	0.002	0.998	10
SC940556	(0)	0.001	0.999	10
SC940558	(0)	0.002	0.998	10
SC940559	(0)	0.002	0.998	10
SC940560	(0)	0.316	0.684	10
SC940561	(0)	0.009	0.991	10
SC940564	(0)	0.001	0.999	10
SC940565	(0)	0.008	0.992	10
SC940566	(0)	0.009	0.991	10
SC940568	(0)	0.001	0.999	10
SC940570	(0)	0.002	0.998	10
SC940572	(0)	0.001	0.999	10
SC940573	(0)	0.003	0.997	10
SC940574	(0)	0.001	0.999	10
SC940577	(0)	0.004	0.996	10
SC940579	(0)	0.009	0.991	10
SC955052	(0)	0.013	0.987	10
SC955054	(5)	0.002	0.998	10
SC955055	(5)	0.002	0.998	10
SC955057	(11)	0.011	0.989	10
SC955058	(5)	0.002	0.998	10
SC955059	(0)	0.002	0.998	10
SC955060	(0)	0.001	0.999	10
SC955061	(0)	0.002	0.998	10
SC955062	(5)	0.001	0.999	10
SC955063	(5)	0.001	0.999	10
SC955064	(0)	0.002	0.998	10
SC955065	(0)	0.004	0.996	10
SC955066	(5)	0.002	0.998	10
SC955069	(16)	0.002	0.998	10
SC975071	(0)	0.002	0.998	10
SC975072	(0)	0.002	0.998	10
SC985074	(0)	0.001	0.999	10
SC985076	(0)	0.003	0.997	10
SC985077	(0)	0.001	0.999	10
SC985078	(0)	0.004	0.996	10
SC985079	(0)	0.009	0.991	10
SC985080	(0)	0.002	0.998	10
SC985081	(0)	0.002	0.998	10
SC985082	(0)	0.003	0.997	10
SC985083	(0)	0.002	0.998	10
SC985084	(0)	0.004	0.996	10
SC985085	(0)	0.002	0.998	10
SC985086	(0)	0.001	0.999	10
SC985088	(0)	0.005	0.995	10
SC985089	(0)	0.229	0.771	10
SC985091	(0)	0.001	0.999	10
SC985092	(0)	0.002	0.998	10
SC985093	(0)	0.001	0.999	10
SC985095	(0)	0.139	0.861	10
SC985096	(0)	0.003	0.997	10
SC985097	(0)	0.001	0.999	10
SC985098	(0)	0.001	0.999	10
SC985099	(0)	0.002	0.998	10
SC985100	(0)	0.006	0.994	10
SC985101	(0)	0.026	0.974	10
SC985102	(0)	0.002	0.998	10
SC985103	(0)	0.001	0.999	10
SC985105	(0)	0.042	0.958	10
SC985107	(0)	0.001	0.999	10
SC995108	(0)	0.024	0.976	10
SC995109	(0)	0.004	0.996	10
SC995110	(0)	0.002	0.998	10
SC995111	(0)	0.003	0.997	10
SC995112	(0)	0.002	0.998	10
SC995114	(0)	0.001	0.999	10
SC995115	(0)	0.002	0.998	10
SC995116	(0)	0.002	0.998	10
SC995117	(0)	0.001	0.999	10
SC995118	(0)	0.003	0.997	10
SC995119	(0)	0.007	0.993	10
SC995120	(0)	0.002	0.998	10
SC995121	(0)	0.001	0.999	10
SC995123	(0)	0.002	0.998	10
SC995126	(0)	0.001	0.999	10
